Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_LOGRECNO,Geo_TRACT,pop,pop_density,MedH_Inc,NH_ac,pct_NH_ac,num_hh,pct_homeowner,pct_renters,pct_vacant,SE_T003_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_007,PCT_SE_T013_008,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,PCT_SE_T017_002,PCT_SE_T017_003,PCT_SE_T017_004,PCT_SE_T017_005,PCT_SE_T017_006,PCT_SE_T017_007,PCT_SE_T017_008,PCT_SE_T017_009,SE_T083_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T095_001,SE_T095_002,SE_T095_003,PCT_SE_T095_002
15003006702,14000US15003006702,"Census Tract 67.02, Honolulu County, Hawaii",416,6702,2545,15601.08,54375,84,3.3,1087,4.32,95.68,3.98,0.1631297,950,321,10,634,17,529,37.33,12.61,0.39,24.91,0.67,20.79,643,523,120,52,68,444,192,252,59.15,48.11,11.04,4.78,6.26,40.85,17.66,23.18,32873,1132,1087,47,1040,1132,1087,45,96.02
15003006802,14000US15003006802,"Census Tract 68.02, Honolulu County, Hawaii",417,6802,8545,32877.59,97902,1079,12.63,1651,62.81,37.19,1.43,0.2599035,882,96,0,4534,11,1943,10.32,1.12,0,53.06,0.13,22.74,1431,945,486,137,349,220,130,90,86.67,57.24,29.44,8.3,21.14,13.33,7.87,5.45,23953,1675,1651,1037,614,1675,1651,24,98.57
15003006804,14000US15003006804,"Census Tract 68.04, Honolulu County, Hawaii",418,6804,4967,6651.732,59674,166,3.34,1308,0,100,1.73,0.7467228,2617,1066,8,359,123,628,52.69,21.46,0.16,7.23,2.48,12.64,1289,1125,164,20,144,19,0,19,98.55,86.01,12.54,1.53,11.01,1.45,0,1.45,17526,1331,1308,0,1308,1331,1308,23,98.27
15003006805,14000US15003006805,"Census Tract 68.05, Honolulu County, Hawaii",419,6805,6195,6745.603,72342,218,3.52,2509,63.37,36.63,7.35,0.9231599,728,146,0,4410,20,673,11.75,2.36,0,71.19,0.32,10.86,1664,1375,289,93,196,845,476,369,66.32,54.8,11.52,3.71,7.81,33.68,18.97,14.71,38732,2708,2509,1590,919,2708,2509,199,92.65
15003006806,14000US15003006806,"Census Tract 68.06, Honolulu County, Hawaii",420,6806,1919,10295.23,87381,0,0,578,92.39,7.61,0,0.186397,48,0,0,1527,0,344,2.5,0,0,79.57,0,17.93,516,415,101,34,67,62,27,35,89.27,71.8,17.47,5.88,11.59,10.73,4.67,6.06,33797,578,578,534,44,578,578,0,100
15003006808,14000US15003006808,"Census Tract 68.08, Honolulu County, Hawaii",421,6808,5127,80318.33,67910,447,8.72,2042,41.72,58.28,6.97,0.0638335,483,168,0,2749,60,1220,9.42,3.28,0,53.62,1.17,23.8,1164,892,272,141,131,878,512,366,57,43.68,13.32,6.9,6.42,43,25.07,17.92,27796,2195,2042,852,1190,2195,2042,153,93.03
15003006809,14000US15003006809,"Census Tract 68.09, Honolulu County, Hawaii",422,6809,5472,85493.93,66875,537,9.81,2003,52.52,47.48,2.86,0.06400454,390,62,0,2924,15,1544,7.13,1.13,0,53.44,0.27,28.22,1359,950,409,103,306,644,335,309,67.85,47.43,20.42,5.14,15.28,32.15,16.72,15.43,25284,2062,2003,1052,951,2062,2003,59,97.14
15003006900,14000US15003006900,"Census Tract 69, Honolulu County, Hawaii",423,6900,4041,9375.054,62415,67,1.66,1107,0,100,5.71,0.4310375,2374,538,9,277,71,705,58.75,13.31,0.22,6.85,1.76,17.45,1072,944,128,20,108,35,21,14,96.84,85.28,11.56,1.81,9.76,3.16,1.9,1.26,19032,1174,1107,0,1107,1174,1107,67,94.29
15003007000,14000US15003007000,"Census Tract 70, Honolulu County, Hawaii",424,7000,4313,3885.949,55000,43,1,1528,0.79,99.21,5.03,1.109896,2267,385,12,377,249,980,52.56,8.93,0.28,8.74,5.77,22.72,1369,1156,213,10,203,159,86,73,89.59,75.65,13.94,0.65,13.29,10.41,5.63,4.78,22389,1609,1528,12,1516,1609,1528,81,94.97
15003007100,14000US15003007100,"Census Tract 71, Honolulu County, Hawaii",425,7100,3494,7280.041,77593,79,2.26,908,0,100,1.09,0.4799424,2479,290,29,241,47,329,70.95,8.3,0.83,6.9,1.35,9.42,880,825,55,4,51,28,28,0,96.92,90.86,6.06,0.44,5.62,3.08,3.08,0,21326,918,908,0,908,918,908,10,98.91
15003007302,14000US15003007302,"Census Tract 73.02, Honolulu County, Hawaii",426,7302,5038,4668.687,72455,166,3.29,1569,0.45,99.55,9.72,1.26537,3671,365,41,270,54,471,72.87,7.24,0.81,5.36,1.07,9.35,1477,1385,92,0,92,92,39,53,94.14,88.27,5.86,0,5.86,5.86,2.49,3.38,25411,1738,1569,7,1562,1738,1569,169,90.28
15003007303,14000US15003007303,"Census Tract 73.03, Honolulu County, Hawaii",427,7303,422,138.3837,,0,0,0,,,100,4.430449,290,70,6,18,25,13,68.72,16.59,1.42,4.27,5.92,3.08,0,0,0,0,0,0,0,0,,,,,,,,,25156,48,0,0,0,48,0,48,0
15003007400,14000US15003007400,"Census Tract 74, Honolulu County, Hawaii",428,7400,4908,1790.206,77109,7,0.14,785,2.68,97.32,10.08,4.802808,3257,598,7,424,146,469,66.36,12.18,0.14,8.64,2.97,9.56,712,638,74,40,34,73,53,20,90.7,81.27,9.43,5.1,4.33,9.3,6.75,2.55,25657,873,785,21,764,873,785,88,89.92
15003007502,14000US15003007502,"Census Tract 75.02, Honolulu County, Hawaii",429,7502,793,102.6894,,90,11.35,7,0,100,0,7.722317,268,95,16,82,7,235,33.8,11.98,2.02,10.34,0.88,29.63,7,7,0,0,0,0,0,0,100,100,0,0,0,0,0,0,10183,7,7,0,7,7,7,0,100
15003007503,14000US15003007503,"Census Tract 75.03, Honolulu County, Hawaii",430,7503,4958,5343.982,101029,297,5.99,1510,69.54,30.46,7.02,0.9277726,621,26,0,2692,15,1307,12.53,0.52,0,54.3,0.3,26.36,1248,868,380,116,264,262,136,126,82.65,57.48,25.17,7.68,17.48,17.35,9.01,8.34,37567,1624,1510,1050,460,1624,1510,114,92.98
15003007504,14000US15003007504,"Census Tract 75.04, Honolulu County, Hawaii",431,7504,3400,8103.35,59732,822,24.18,845,37.28,62.72,0.59,0.4195795,193,53,0,1139,56,1137,5.68,1.56,0,33.5,1.65,33.44,710,361,349,89,260,135,58,77,84.02,42.72,41.3,10.53,30.77,15.98,6.86,9.11,20845,850,845,315,530,850,845,5,99.41
15003007505,14000US15003007505,"Census Tract 75.05, Honolulu County, Hawaii",432,7505,5938,9532.497,101394,155,2.61,1721,71.88,28.12,5.07,0.6229218,938,157,0,3281,130,1277,15.8,2.64,0,55.25,2.19,21.51,1309,937,372,90,282,412,86,326,76.06,54.45,21.62,5.23,16.39,23.94,5,18.94,34025,1813,1721,1237,484,1813,1721,92,94.93
15003007506,14000US15003007506,"Census Tract 75.06, Honolulu County, Hawaii",433,7506,416,2883.556,87679,0,0,115,0,100,0,0.1442663,251,37,0,56,3,69,60.34,8.89,0,13.46,0.72,16.59,101,85,16,0,16,14,0,14,87.83,73.91,13.91,0,13.91,12.17,0,12.17,27990,115,115,0,115,115,115,0,100
15003007701,14000US15003007701,"Census Tract 77.01, Honolulu County, Hawaii",434,7701,4526,9285.972,97406,60,1.33,1133,51.81,48.19,3.9,0.9464125,838,0,0,2453,25,1150,18.52,0,0,54.2,0.55,25.41,971,627,344,111,233,162,81,81,85.7,55.34,30.36,9.8,20.56,14.3,7.15,7.15,28877,1179,1133,587,546,1179,1133,46,96.1
15003007702,14000US15003007702,"Census Tract 77.02, Honolulu County, Hawaii",435,7702,5068,2109.368,114219,490,9.67,1495,85.22,14.78,10.37,2.402615,686,6,0,2740,24,1122,13.54,0.12,0,54.06,0.47,22.14,1138,897,241,110,131,357,129,228,76.12,60,16.12,7.36,8.76,23.88,8.63,15.25,44075,1668,1495,1274,221,1668,1495,173,89.63
15003007804,14000US15003007804,"Census Tract 78.04, Honolulu County, Hawaii",436,7804,2255,12717.69,102000,203,9,594,83,17,1.98,0.177312,83,0,9,1269,10,681,3.68,0,0.4,56.27,0.44,30.2,493,396,97,39,58,101,44,57,83,66.67,16.33,6.57,9.76,17,7.41,9.6,30696,606,594,493,101,606,594,12,98.02
15003007805,14000US15003007805,"Census Tract 78.05, Honolulu County, Hawaii",437,7805,4928,10083.63,87583,302,6.13,1644,70.01,29.99,3.35,0.4887131,388,38,0,2618,255,1327,7.87,0.77,0,53.12,5.17,26.93,1209,877,332,56,276,435,203,232,73.54,53.35,20.19,3.41,16.79,26.46,12.35,14.11,32610,1701,1644,1151,493,1701,1644,57,96.65
15003007807,14000US15003007807,"Census Tract 78.07, Honolulu County, Hawaii",438,7807,5144,37337.24,63036,198,3.85,2635,34.91,65.09,10.92,0.1377713,1045,280,35,2489,96,1001,20.31,5.44,0.68,48.39,1.87,19.46,1076,822,254,25,229,1559,1118,441,40.83,31.2,9.64,0.95,8.69,59.17,42.43,16.74,37899,2958,2635,920,1715,2958,2635,323,89.08
15003007808,14000US15003007808,"Census Tract 78.08, Honolulu County, Hawaii",439,7808,3611,8488.712,66068,564,15.62,1087,47.19,52.81,2.07,0.7437814,305,47,0,1572,68,1055,8.45,1.3,0,43.53,1.88,29.22,835,421,414,188,226,252,150,102,76.82,38.73,38.09,17.3,20.79,23.18,13.8,9.38,25004,1110,1087,513,574,1110,1087,23,97.93
15003007809,14000US15003007809,"Census Tract 78.09, Honolulu County, Hawaii",440,7809,3494,3675.489,111042,435,12.45,1125,85.07,14.93,0,0.9506218,189,0,0,2170,44,656,5.41,0,0,62.11,1.26,18.78,938,800,138,19,119,187,78,109,83.38,71.11,12.27,1.69,10.58,16.62,6.93,9.69,43815,1125,1125,957,168,1125,1125,0,100
15003007810,14000US15003007810,"Census Tract 78.10, Honolulu County, Hawaii",441,7810,5470,661.2556,116217,81,1.48,1877,86.47,13.53,1.68,8.272142,642,86,0,3521,8,1132,11.74,1.57,0,64.37,0.15,20.69,1566,1332,234,72,162,311,99,212,83.43,70.96,12.47,3.84,8.63,16.57,5.27,11.29,45501,1909,1877,1623,254,1909,1877,32,98.32
15003007811,14000US15003007811,"Census Tract 78.11, Honolulu County, Hawaii",442,7811,4723,1025.416,95802,255,5.4,1702,78.26,21.74,8.69,4.605937,644,95,0,2890,20,819,13.64,2.01,0,61.19,0.42,17.34,1194,879,315,95,220,508,265,243,70.15,51.65,18.51,5.58,12.93,29.85,15.57,14.28,40865,1864,1702,1332,370,1864,1702,162,91.31
15003008001,14000US15003008001,"Census Tract 80.01, Honolulu County, Hawaii",443,8001,2058,4824.641,46143,235,11.42,674,24.63,75.37,4.94,0.7431247,87,6,0,1225,0,505,4.23,0.29,0,59.52,0,24.54,397,270,127,51,76,277,66,211,58.9,40.06,18.84,7.57,11.28,41.1,9.79,31.31,20583,709,674,166,508,709,674,35,95.06
15003008002,14000US15003008002,"Census Tract 80.02, Honolulu County, Hawaii",444,8002,2863,5948.021,85833,92,3.21,766,83.03,16.97,6.13,0.4813366,266,55,0,2027,27,396,9.29,1.92,0,70.8,0.94,13.83,627,390,237,64,173,139,54,85,81.85,50.91,30.94,8.36,22.58,18.15,7.05,11.1,31682,816,766,636,130,816,766,50,93.87
15003008003,14000US15003008003,"Census Tract 80.03, Honolulu County, Hawaii",445,8003,4832,8589.517,62083,504,10.43,1660,28.19,71.81,5.09,0.5625463,1078,50,0,1415,84,1701,22.31,1.03,0,29.28,1.74,35.2,1053,720,333,101,232,607,368,239,63.43,43.37,20.06,6.08,13.98,36.57,22.17,14.4,24812,1749,1660,468,1192,1749,1660,89,94.91
15003008005,14000US15003008005,"Census Tract 80.05, Honolulu County, Hawaii",446,8005,6606,1292.496,98864,348,5.27,1950,96.1,3.9,2.16,5.11104,831,35,0,3366,24,2002,12.58,0.53,0,50.95,0.36,30.31,1634,1289,345,159,186,316,98,218,83.79,66.1,17.69,8.15,9.54,16.21,5.03,11.18,31714,1993,1950,1874,76,1993,1950,43,97.84
15003008006,14000US15003008006,"Census Tract 80.06, Honolulu County, Hawaii",447,8006,4801,6004.688,96875,348,7.25,1410,88.51,11.49,2.62,0.799542,182,257,0,2813,0,1201,3.79,5.35,0,58.59,0,25.02,1091,825,266,62,204,319,123,196,77.38,58.51,18.87,4.4,14.47,22.62,8.72,13.9,32019,1448,1410,1248,162,1448,1410,38,97.38
15003008007,14000US15003008007,"Census Tract 80.07, Honolulu County, Hawaii",448,8007,6256,10806.22,113971,80,1.28,1598,85.29,14.71,0.62,0.5789258,336,27,37,4064,0,1712,5.37,0.43,0.59,64.96,0,27.37,1321,1002,319,125,194,277,142,135,82.67,62.7,19.96,7.82,12.14,17.33,8.89,8.45,34859,1608,1598,1363,235,1608,1598,10,99.38
15003008301,14000US15003008301,"Census Tract 83.01, Honolulu County, Hawaii",449,8301,5142,892.413,82689,440,8.56,1431,0.35,99.65,8.74,6.674624,2305,354,26,388,45,1584,44.83,6.88,0.51,7.55,0.88,30.81,1226,947,279,77,202,205,123,82,85.67,66.18,19.5,5.38,14.12,14.33,8.6,5.73,24334,1568,1431,5,1426,1568,1431,137,91.26
15003008302,14000US15003008302,"Census Tract 83.02, Honolulu County, Hawaii",450,8302,7140,12068.64,89375,544,7.62,1282,72.31,27.69,7.84,0.5916159,496,35,27,4269,10,1759,6.95,0.49,0.38,59.79,0.14,24.64,1207,801,406,130,276,75,27,48,94.15,62.48,31.67,10.14,21.53,5.85,2.11,3.74,23606,1391,1282,927,355,1391,1282,109,92.16
15003008402,14000US15003008402,"Census Tract 84.02, Honolulu County, Hawaii",451,8402,8025,13383.11,83650,844,10.52,1799,68.48,31.52,9.14,0.7965473,698,55,0,4400,52,1976,8.7,0.69,0,54.83,0.65,24.62,1463,936,527,208,319,336,135,201,81.32,52.03,29.29,11.56,17.73,18.68,7.5,11.17,25704,1980,1799,1232,567,1980,1799,181,90.86
15003008405,14000US15003008405,"Census Tract 84.05, Honolulu County, Hawaii",452,8405,4162,10029.6,108403,65,1.56,1144,77.36,22.64,10.34,0.4149718,556,139,47,1990,31,1334,13.36,3.34,1.13,47.81,0.74,32.05,960,727,233,70,163,184,97,87,83.92,63.55,20.37,6.12,14.25,16.08,8.48,7.6,32004,1276,1144,885,259,1276,1144,132,89.66
15003008406,14000US15003008406,"Census Tract 84.06, Honolulu County, Hawaii",453,8406,6594,7401.839,112264,475,7.2,1704,79.17,20.83,1.79,0.8908597,1535,544,0,2043,81,1916,23.28,8.25,0,30.98,1.23,29.06,1520,1338,182,81,101,184,177,7,89.2,78.52,10.68,4.75,5.93,10.8,10.39,0.41,32941,1735,1704,1349,355,1735,1704,31,98.21
15003008407,14000US15003008407,"Census Tract 84.07, Honolulu County, Hawaii",454,8407,3851,13641.32,106563,269,6.99,1117,68.22,31.78,3.87,0.282304,1043,637,0,986,0,916,27.08,16.54,0,25.6,0,23.79,994,842,152,54,98,123,99,24,88.99,75.38,13.61,4.83,8.77,11.01,8.86,2.15,37352,1162,1117,762,355,1162,1117,45,96.13
15003008408,14000US15003008408,"Census Tract 84.08, Honolulu County, Hawaii",455,8408,7289,4699.654,118015,297,4.07,2179,75.59,24.41,6.8,1.664174,3069,401,12,1810,15,1685,42.1,5.5,0.16,24.83,0.21,23.12,1820,1597,223,113,110,359,239,120,83.52,73.29,10.23,5.19,5.05,16.48,10.97,5.51,37457,2338,2179,1647,532,2338,2179,159,93.2
15003008410,14000US15003008410,"Census Tract 84.10, Honolulu County, Hawaii",456,8410,4091,5642.294,112847,303,7.41,1202,90.27,9.73,3.45,0.7250597,843,89,0,1989,73,794,20.61,2.18,0,48.62,1.78,19.41,1065,827,238,116,122,137,80,57,88.6,68.8,19.8,9.65,10.15,11.4,6.66,4.74,36429,1245,1202,1085,117,1245,1202,43,96.55
15003008411,14000US15003008411,"Census Tract 84.11, Honolulu County, Hawaii",457,8411,3355,6651.762,80673,370,11.03,1110,61.26,38.74,7.58,0.5043776,475,202,0,1171,32,1105,14.16,6.02,0,34.9,0.95,32.94,728,571,157,35,122,382,228,154,65.59,51.44,14.14,3.15,10.99,34.41,20.54,13.87,31027,1201,1110,680,430,1201,1110,91,92.42
15003008412,14000US15003008412,"Census Tract 84.12, Honolulu County, Hawaii",458,8412,6100,24353.92,76627,724,11.87,2227,64.8,35.2,5.87,0.250473,1253,55,0,2362,23,1683,20.54,0.9,0,38.72,0.38,27.59,1552,949,603,283,320,675,299,376,69.69,42.61,27.08,12.71,14.37,30.31,13.43,16.88,31586,2366,2227,1443,784,2366,2227,139,94.13
15003008502,14000US15003008502,"Census Tract 85.02, Honolulu County, Hawaii",459,8502,2969,388.8478,68281,762,25.67,623,4.01,95.99,12.5,8.299828,698,143,10,178,9,1169,23.51,4.82,0.34,6,0.3,39.37,381,182,199,112,87,242,194,48,61.16,29.21,31.94,17.98,13.96,38.84,31.14,7.7,21435,712,623,25,598,712,623,89,87.5
15003008606,14000US15003008606,"Census Tract 86.06, Honolulu County, Hawaii",460,8606,11200,4884.92,91161,1716,15.32,2959,73.44,26.56,1.69,2.29277,1149,379,0,4268,14,3674,10.26,3.38,0,38.11,0.12,32.8,2467,1752,715,238,477,492,180,312,83.37,59.21,24.16,8.04,16.12,16.63,6.08,10.54,28137,3010,2959,2173,786,3010,2959,51,98.31
15003008609,14000US15003008609,"Census Tract 86.09, Honolulu County, Hawaii",461,8609,1985,1881.06,96391,212,10.68,595,63.03,36.97,22.63,1.055256,524,16,17,654,0,562,26.4,0.81,0.86,32.95,0,28.31,476,335,141,24,117,119,58,61,80,56.3,23.7,4.03,19.66,20,9.75,10.25,33443,769,595,375,220,769,595,174,77.37
15003008610,14000US15003008610,"Census Tract 86.10, Honolulu County, Hawaii",462,8610,1015,1227.053,108750,0,0,467,36.19,63.81,52.64,1.613596,834,11,0,91,5,74,82.17,1.08,0,8.97,0.49,7.29,331,320,11,5,6,136,97,39,70.88,68.52,2.36,1.07,1.28,29.12,20.77,8.35,65061,986,467,169,298,986,467,519,47.36
15003008611,14000US15003008611,"Census Tract 86.11, Honolulu County, Hawaii",463,8611,60,11.89763,79688,0,0,23,30.43,69.57,32.35,5.650538,37,0,0,3,0,20,61.67,0,0,5,0,33.33,20,20,0,0,0,3,0,3,86.96,86.96,0,0,0,13.04,0,13.04,37353,34,23,7,16,34,23,11,67.65
15003008612,14000US15003008612,"Census Tract 86.12, Honolulu County, Hawaii",464,8612,6244,3198.204,93810,719,11.52,1928,64.73,35.27,7.71,1.952346,1868,235,11,1655,33,1723,29.92,3.76,0.18,26.51,0.53,27.59,1578,1178,400,146,254,350,148,202,81.85,61.1,20.75,7.57,13.17,18.15,7.68,10.48,34178,2089,1928,1248,680,2089,1928,161,92.29
15003008613,14000US15003008613,"Census Tract 86.13, Honolulu County, Hawaii",465,8613,1085,9919.577,106544,244,22.49,227,81.94,18.06,4.62,0.1093797,113,0,0,396,0,332,10.41,0,0,36.5,0,30.6,198,172,26,7,19,29,17,12,87.22,75.77,11.45,3.08,8.37,12.78,7.49,5.29,24719,238,227,186,41,238,227,11,95.38
15003008614,14000US15003008614,"Census Tract 86.14, Honolulu County, Hawaii",466,8614,9408,323.0206,97534,776,8.25,2721,59.79,40.21,6.01,29.12905,1770,905,0,3183,30,2744,18.81,9.62,0,33.83,0.32,29.17,2174,1777,397,131,266,547,224,323,79.9,65.31,14.59,4.81,9.78,20.1,8.23,11.87,31278,2895,2721,1627,1094,2895,2721,174,93.99
15003008617,14000US15003008617,"Census Tract 86.17, Honolulu County, Hawaii",467,8617,10681,6859.785,89202,647,6.06,2627,74.99,25.01,3.67,1.557046,868,119,23,6076,43,2905,8.13,1.11,0.22,56.89,0.4,27.2,2077,1662,415,122,293,550,136,414,79.06,63.27,15.8,4.64,11.15,20.94,5.18,15.76,24290,2727,2627,1970,657,2727,2627,100,96.33
15003008622,14000US15003008622,"Census Tract 86.22, Honolulu County, Hawaii",468,8622,4439,4509.594,108750,372,8.38,1020,74.9,25.1,5.03,0.9843459,829,26,0,1668,6,1538,18.68,0.59,0,37.58,0.14,34.65,862,631,231,95,136,158,99,59,84.51,61.86,22.65,9.31,13.33,15.49,9.71,5.78,27745,1074,1020,764,256,1074,1020,54,94.97
15003008701,14000US15003008701,"Census Tract 87.01, Honolulu County, Hawaii",469,8701,8917,8204.611,95750,395,4.43,1701,65.37,34.63,6.18,1.086828,262,71,0,6897,0,1292,2.94,0.8,0,77.35,0,14.49,1533,1050,483,169,314,168,57,111,90.12,61.73,28.4,9.94,18.46,9.88,3.35,6.53,24897,1813,1701,1112,589,1813,1701,112,93.82
15003008702,14000US15003008702,"Census Tract 87.02, Honolulu County, Hawaii",470,8702,6127,14767.57,50308,1161,18.95,1634,43.57,56.43,0,0.4148957,168,0,0,4107,11,680,2.74,0,0,67.03,0.18,11.1,1084,688,396,127,269,550,307,243,66.34,42.11,24.24,7.77,16.46,33.66,18.79,14.87,18282,1634,1634,712,922,1634,1634,0,100
15003008703,14000US15003008703,"Census Tract 87.03, Honolulu County, Hawaii",471,8703,7324,9733.274,59046,2546,34.76,1639,32.58,67.42,5.7,1.463441,640,9,0,2472,21,1636,8.74,0.12,0,33.75,0.29,22.34,1409,861,548,210,338,230,123,107,85.97,52.53,33.44,12.81,20.62,14.03,7.5,6.53,18295,1738,1639,534,1105,1738,1639,99,94.3
15003008800,14000US15003008800,"Census Tract 88, Honolulu County, Hawaii",472,8800,9252,16027.23,116958,1134,12.26,1587,70.13,29.87,4.17,0.5772675,474,36,0,6716,27,865,5.12,0.39,0,72.59,0.29,9.35,1358,1009,349,149,200,229,73,156,85.57,63.58,21.99,9.39,12.6,14.43,4.6,9.83,27044,1656,1587,1113,474,1656,1587,69,95.83
15003008906,14000US15003008906,"Census Tract 89.06, Honolulu County, Hawaii",473,8906,4071,6358.652,92356,202,4.96,1291,75.45,24.55,5.7,0.64023,754,46,6,1377,30,1656,18.52,1.13,0.15,33.82,0.74,40.68,1013,823,190,54,136,278,101,177,78.47,63.75,14.72,4.18,10.53,21.53,7.82,13.71,34633,1369,1291,974,317,1369,1291,78,94.3
15003008907,14000US15003008907,"Census Tract 89.07, Honolulu County, Hawaii",474,8907,4186,8130.568,71397,413,9.87,1239,62.71,37.29,4.25,0.5148472,640,131,0,1487,16,1499,15.29,3.13,0,35.52,0.38,35.81,1028,600,428,61,367,211,103,108,82.97,48.43,34.54,4.92,29.62,17.03,8.31,8.72,26854,1294,1239,777,462,1294,1239,55,95.75
15003008908,14000US15003008908,"Census Tract 89.08, Honolulu County, Hawaii",475,8908,6042,3252.644,101346,225,3.72,1814,84.45,15.55,2.68,1.857566,918,20,7,2956,34,1882,15.19,0.33,0.12,48.92,0.56,31.15,1485,1306,179,65,114,329,152,177,81.86,72,9.87,3.58,6.28,18.14,8.38,9.76,36151,1864,1814,1532,282,1864,1814,50,97.32
15003008909,14000US15003008909,"Census Tract 89.09, Honolulu County, Hawaii",476,8909,4058,10465,83047,157,3.87,1291,69.95,30.05,0,0.3877686,921,30,0,1323,40,1587,22.7,0.74,0,32.6,0.99,39.11,1039,849,190,88,102,252,129,123,80.48,65.76,14.72,6.82,7.9,19.52,9.99,9.53,33423,1291,1291,903,388,1291,1291,0,100
15003008912,14000US15003008912,"Census Tract 89.12, Honolulu County, Hawaii",477,8912,2696,14045.44,121774,25,0.93,458,86.68,13.32,3.78,0.1919484,58,0,0,2090,12,511,2.15,0,0,77.52,0.45,18.95,414,275,139,41,98,44,34,10,90.39,60.04,30.35,8.95,21.4,9.61,7.42,2.18,25090,476,458,397,61,476,458,18,96.22
15003008913,14000US15003008913,"Census Tract 89.13, Honolulu County, Hawaii",478,8913,4475,14090.88,109875,149,3.33,801,93.01,6.99,1.84,0.3175814,171,0,0,3528,0,627,3.82,0,0,78.84,0,14.01,694,455,239,94,145,107,58,49,86.64,56.8,29.84,11.74,18.1,13.36,7.24,6.12,29488,816,801,745,56,816,801,15,98.16
15003008914,14000US15003008914,"Census Tract 89.14, Honolulu County, Hawaii",479,8914,5420,25122.7,67952,1305,24.08,1176,33.08,66.92,6.96,0.2157412,281,173,19,2890,4,748,5.18,3.19,0.35,53.32,0.07,13.8,989,629,360,101,259,187,79,108,84.1,53.49,30.61,8.59,22.02,15.9,6.72,9.18,19934,1264,1176,389,787,1264,1176,88,93.04
15003008915,14000US15003008915,"Census Tract 89.15, Honolulu County, Hawaii",480,8915,5169,5191.262,65160,297,5.75,1815,54.93,45.07,7.63,0.9957116,948,107,0,1541,26,2250,18.34,2.07,0,29.81,0.5,43.53,1204,868,336,141,195,611,353,258,66.34,47.82,18.51,7.77,10.74,33.66,19.45,14.21,27157,1965,1815,997,818,1965,1815,150,92.37
15003008917,14000US15003008917,"Census Tract 89.17, Honolulu County, Hawaii",481,8917,4501,5871.004,117417,61,1.36,1501,78.81,21.19,3.16,0.7666491,738,39,10,2547,47,1059,16.4,0.87,0.22,56.59,1.04,23.53,1205,1095,110,51,59,296,204,92,80.28,72.95,7.33,3.4,3.93,19.72,13.59,6.13,44018,1550,1501,1183,318,1550,1501,49,96.84
15003008918,14000US15003008918,"Census Tract 89.18, Honolulu County, Hawaii",482,8918,5602,6182.87,90600,157,2.8,1766,73.16,26.84,1.01,0.9060517,965,117,0,2313,109,1941,17.23,2.09,0,41.29,1.95,34.65,1413,1065,348,115,233,353,165,188,80.01,60.31,19.71,6.51,13.19,19.99,9.34,10.65,34628,1784,1766,1292,474,1784,1766,18,98.99
15003008920,14000US15003008920,"Census Tract 89.20, Honolulu County, Hawaii",483,8920,4524,2382.001,74028,513,11.34,1569,63.8,36.2,1.69,1.899243,659,59,0,2041,8,1244,14.57,1.3,0,45.11,0.18,27.5,1120,754,366,110,256,449,296,153,71.38,48.06,23.33,7.01,16.32,28.62,18.87,9.75,31064,1596,1569,1001,568,1596,1569,27,98.31
15003008921,14000US15003008921,"Census Tract 89.21, Honolulu County, Hawaii",484,8921,2562,7482.349,79622,175,6.83,585,82.74,17.26,0,0.3424058,237,7,0,1603,20,520,9.25,0.27,0,62.57,0.78,20.3,524,378,146,34,112,61,25,36,89.57,64.62,24.96,5.81,19.15,10.43,4.27,6.15,25221,585,585,484,101,585,585,0,100
15003008922,14000US15003008922,"Census Tract 89.22, Honolulu County, Hawaii",485,8922,7648,4183.518,93652,237,3.1,2801,70.3,29.7,3.98,1.828127,997,338,0,4126,16,1934,13.04,4.42,0,53.95,0.21,25.29,2025,1689,336,111,225,776,314,462,72.3,60.3,12,3.96,8.03,27.7,11.21,16.49,38476,2917,2801,1969,832,2917,2801,116,96.02
15003008923,14000US15003008923,"Census Tract 89.23, Honolulu County, Hawaii",486,8923,4572,13197.67,76987,120,2.62,1770,65.14,34.86,3.96,0.3464248,604,109,0,2665,108,966,13.21,2.38,0,58.29,2.36,21.13,1126,916,210,93,117,644,245,399,63.62,51.75,11.86,5.25,6.61,36.38,13.84,22.54,39792,1843,1770,1153,617,1843,1770,73,96.04
15003008924,14000US15003008924,"Census Tract 89.24, Honolulu County, Hawaii",487,8924,7302,820.0677,116010,301,4.12,2017,85.32,14.68,2.37,8.907351,947,34,0,4439,61,1520,12.97,0.47,0,60.79,0.84,20.82,1773,1527,246,52,194,244,88,156,87.9,75.71,12.2,2.58,9.62,12.1,4.36,7.73,32623,2066,2017,1721,296,2066,2017,49,97.63
