AREA,PERIMETER,Acres,AreaName,Island,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot,hazard,score,hazard_category,reason,hazard_full
15507.211,19.667,15507.2108122,Hawaiian Ocean View Estates,Hawaii Island,Extreme,NA,16,71,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
9844.796,15.956,9844.79638461,Rancho Estates,Hawaii Island,Extreme,NA,16,69,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
18862.067,30.071,18862.0667233,Honomalino,Hawaii Island,Very High,NA,16,64,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2510.223,8.42,2510.22339633,Milolii,Hawaii Island,High,NA,16,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
17027.057,33.954,17027.0565687,Hookena,Hawaii Island,Extreme,NA,16,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2155.978,8.852,2155.97755552,Kealakekua Makai,Hawaii Island,High,NA,30,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1648.137,7.427,1648.1370431,Kainaliu Makai,Hawaii Island,Moderate,NA,30,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2924.503,9.735,2924.50285737,Keauhou Makai,Hawaii Island,Moderate,NA,30,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
15356.859,32.113,15356.8590089,Kailua Kona,Hawaii Island,Very High,NA,40,64,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
6790.796,15.487,6790.79618062,Holualoa,Hawaii Island,Low,NA,16,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
3653.027,12.201,3653.02706373,Kaloko Makai,Hawaii Island,Very High,NA,16,65,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
70.179,1.383,70.179015601,Kilauea Military Camp,Hawaii Island,Very High,NA,37,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
4296.811,11.358,4296.810561,Kalapana,Hawaii Island,Very High,NA,30,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
5679.871,13.94,5679.87141934,Opihikau-Pohoiki,Hawaii Island,High,NA,30,60,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
712.609,4.256,712.609068898,Blacksands Subdivision,Hawaii Island,Low,NA,30,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1448.418,7.027,1448.41831571,Kahena,Hawaii Island,High,NA,30,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
5381.214,12.209,5381.21381624,Leilani Estates,Hawaii Island,Very Low,NA,30,47,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2152.537,9.483,2152.53699838,Kapoho,Hawaii Island,High,NA,16,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2909.216,8.486,2909.21584636,Nanawale,Hawaii Island,Very Low,NA,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
4038.17,9.574,4038.16954544,Pahoa,Hawaii Island,Very Low,NA,16,47,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
803.629,5.579,803.629441747,Waa Waa,Hawaii Island,Moderate,NA,30,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2808.181,9.956,2808.18143888,Hawaiian Beaches,Hawaii Island,Very Low,NA,40,50,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2124.501,7.391,2124.50111635,Makuu,Hawaii Island,Very Low,NA,30,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
6547.587,14.474,6547.58661285,Makuu,Hawaii Island,Very Low,NA,0,49,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
10058.224,16.918,10058.2244601,Paradise Park,Hawaii Island,Very Low,NA,30,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
3508.596,9.765,3508.59649794,Ainaloa,Hawaii Island,Low,NA,30,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
23089.943,30.779,23089.9430338,Kurtistown,Hawaii Island,Very Low,NA,16,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
25450.121,27.307,25450.1209659,Mountain View,Hawaii Island,Very Low,NA,16,45,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
28999.701,27.771,28999.7013963,Glenwood,Hawaii Island,Low,NA,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
7823.198,16.661,7823.19843746,Kulani,Hawaii Island,Low,NA,16,44,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
5192.92,12.143,5192.9204257,Keaau,Hawaii Island,Very Low,NA,16,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
14819.96,29.159,14819.9602603,NA,Hawaii Island,Unranked,NA,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
44244.01,45.079,44244.0103168,Hilo,Hawaii Island,Very Low,NA,16,46,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
292.791,2.715,292.790938382,Puu Waa Waa,Hawaii Island,Extreme,NA,40,72,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1595.057,6.121,1595.05706298,Puu Anahulu,Hawaii Island,Extreme,NA,40,69,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
1803.559,6.84,1803.559487,Waikoloa Village,Hawaii Island,Very High,NA,40,63,Utlty_Plmt,1,Building,All underground or none.,Utilities Placement: Gas and Electric
3433.605,9.732,3433.60532206,Waikii,Hawaii Island,Very High,NA,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
257.073,4.279,257.0725116,Wailea Bay,Hawaii Island,Very High,NA,40,71,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1494.205,7.329,1494.20484271,Hapuna-Mauna Kea,Hawaii Island,Very High,NA,40,65,Utlty_Plmt,1,Building,All underground or none.,Utilities Placement: Gas and Electric
967.723,10.205,967.723393625,Kawaihae,Hawaii Island,Extreme,NA,40,70,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
540.513,4.101,540.513330698,Kohala Estates,Hawaii Island,Extreme,NA,40,67,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
27756.972,36.318,27756.9715499,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
3422.105,11.459,3422.10480692,Kohala Ranch Mauka,Hawaii Island,Low,NA,40,56,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
7351.016,16.336,7351.0159002,Hawi,Hawaii Island,Low,NA,16,57,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
4485.371,23.484,4485.37142891,NA,Hawaii Island,Unranked,NA,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
5240.559,16.189,5240.55943543,Kapaau,Hawaii Island,Very Low,NA,16,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
3046.654,15.205,3046.6538684,Kawaihae Rd. Subdivisions,Hawaii Island,Extreme,NA,40,66,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
15249.303,24.962,15249.303373,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
9565.283,19.15,9565.28311793,Waimea East,Hawaii Island,Extreme,NA,40,57,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1388.047,6.721,1388.04672522,Waimea West,Hawaii Island,Extreme,NA,40,66,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2173.027,8.127,2173.02671039,Waipio,Hawaii Island,Extreme,NA,16,70,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
3952.132,9.932,3952.13242946,Ahualoa,Hawaii Island,Very Low,NA,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2400.098,9.092,2400.0979196,Honokaa,Hawaii Island,Very Low,NA,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
838.665,4.484,838.664864126,Paauhau,Hawaii Island,High,NA,30,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2232.373,8.242,2232.3729816,Kalopa,Hawaii Island,Moderate,NA,16,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
9354.301,16.977,9354.30143088,Paauilo,Hawaii Island,High,NA,30,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1000.159,5.293,1000.15902103,Kukaiau,Hawaii Island,High,NA,30,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
462.313,4.693,462.312890002,Ookala,Hawaii Island,Moderate,NA,30,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
819.194,4.849,819.194023199,Waipunalei,Hawaii Island,Moderate,NA,30,60,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
6686.939,13.745,6686.93913839,Laupahoehoe,Hawaii Island,Very Low,NA,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
600.095,4.763,600.094521802,Ninoole,Hawaii Island,Very Low,NA,16,52,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
537.39,4.623,537.390177877,Umauma,Hawaii Island,Very Low,NA,16,52,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
3799.662,10.871,3799.66177157,Hakalau,Hawaii Island,Very Low,NA,16,52,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
461.323,3.766,461.3228721,Honomu,Hawaii Island,Very Low,NA,16,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
458.848,3.529,458.847767513,Pohakuloa,Hawaii Island,Extreme,NA,40,68,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
393.424,2.871,393.423722922,Haleopohaku,Hawaii Island,Very High,NA,30,64,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
4406.438,14.722,4406.43796715,Volcano Village,Hawaii Island,Low,NA,16,51,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
6061.1,15.886,6061.0997351,Volcano C.C.,Hawaii Island,High,NA,30,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
3524.889,15.926,3524.88940973,Wailua,Molokai,Med-low,NA,30,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
317.621,2.905,317.620870041,Waihee,Maui,High,NA,30,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2981.072,9.748,2981.07163259,Kohala Ranch Makai,Hawaii Island,Extreme,NA,40,71,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
526.615,5.328,526.61496929,Puako,Hawaii Island,Extreme,NA,40,71,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
3409.86,11.288,3409.85951862,Kaloko Mauka,Hawaii Island,Low,NA,16,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2837.47,8.49,2837.47046599,Keauhou Mauka,Hawaii Island,Moderate,NA,30,60,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
694.345,4.44,694.344896165,Kainaliu Mauka,Hawaii Island,Low,NA,30,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1339.046,6.071,1339.04581668,Kealakekua Mauka,Hawaii Island,Low,NA,30,56,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
960.909,5.677,960.908634588,Kukuihaele,Hawaii Island,Moderate,NA,16,57,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
1259.308,8.144,1259.30839164,Papa Bay,Hawaii Island,High,NA,16,66,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
592.211,6.552,592.373845969,Makua-Keaau,Oahu,Extreme,Zone 1: Leeward Oahu,40,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
2590.451,8.91,2584.80857021,Makaha,Oahu,Extreme,Zone 1: Leeward Oahu,40,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
3966.705,11.311,3927.60904128,Waianae,Oahu,Extreme,Zone 1: Leeward Oahu,40,63,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
1989.704,8.774,2001.3091603,Waianae,Oahu,Extreme,Zone 1: Leeward Oahu,40,63,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
3678.518,9.796,3701.1126252,Maili,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
2732.045,11.252,2736.40720693,Nanakuli,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
1206.38,6.925,974.251982807,Honokai Hale/Koolina,Oahu,Moderate,Zone 1: Leeward Oahu,18,49,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
1932.816,7.034,2384.0567521,Barbers Point,Oahu,High,Zone 1: Leeward Oahu,30,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
5227.825,14.671,5232.67846061,Kapolei,Oahu,High,Zone 1: Leeward Oahu,30,56,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
4079.13,11.35,4554.73961777,Ewa,Oahu,High,Zone 1: Leeward Oahu,30,57,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
208.936,2.504,208.271389332,Honouliuli,Oahu,High,Zone 1: Leeward Oahu,26,54,Utlty_Plmt,1,Building,All underground or none.,Utilities Placement: Gas and Electric
1049.532,7.502,1050.12283674,Makakilo,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
335.37,3.169,358.073928939,Makakilo,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
71.593,1.35,71.5934665107,Camp 6,Kauai,Extreme,NA,10,74,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
0,0,261.988666157,Huleia,Kauai,Moderate,NA,10,62,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
0,0,1125.85875808,Rice Ranch,Kauai,Moderate,NA,10,62,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,3503.6793977,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,1913.41655258,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,2020.98186227,Waipahu,Oahu,Extreme,Zone 1: Leeward Oahu,40,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2461.14948133,Waikele,Oahu,Extreme,Zone 1: Leeward Oahu,40,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,5936.14407976,Pearl City,Oahu,Extreme,Zone 2: North and Central Oahu,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
0,0,662.512553435,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,4345.54396179,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,998.963063449,Palehua,Oahu,Very High,Zone 1: Leeward Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,2738.42275089,Waialua,Oahu,Extreme,Zone 2: North and Central Oahu,40,60,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2226.95237192,Pupukea,Oahu,High,Zone 2: North and Central Oahu,26,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1358.40471221,Kawela,Oahu,Very High,Zone 5: Windward Oahu,30,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,3430.60516385,Kahuku,Oahu,Very High,Zone 5: Windward Oahu,30,60,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2422.83824158,Laie,Oahu,Moderate,Zone 5: Windward Oahu,18,50,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1445.1820416,Hauula,Oahu,Very Low,Zone 5: Windward Oahu,6,43,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2748.56668935,Punaluu,Oahu,Low,Zone 5: Windward Oahu,12,44,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,3447.62973655,Kaaawa/Kahana,Oahu,Very Low,Zone 5: Windward Oahu,6,44,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1901.42783535,Kualoa,Oahu,Moderate,Zone 5: Windward Oahu,18,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2116.68625617,Waihole/Waikane,Oahu,Very Low,Zone 5: Windward Oahu,6,44,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,4340.62977776,Kahaluu,Oahu,Low,Zone 5: Windward Oahu,12,45,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,505.209024495,Kaneohe Makai,Oahu,Extreme,Zone 5: Windward Oahu,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2148.5720307,Kaneohe Makai,Oahu,Extreme,Zone 5: Windward Oahu,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,327.148306324,Kailua,Oahu,High,Zone 5: Windward Oahu,26,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2923.1769275,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,1416.83849149,Kailua,Oahu,High,Zone 5: Windward Oahu,26,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,708.951755852,Lanikai,Oahu,Moderate,Zone 5: Windward Oahu,22,52,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,690.638614824,Olomana,Oahu,Low,Zone 5: Windward Oahu,16,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1908.14610216,Keolu Hills,Oahu,Moderate,Zone 5: Windward Oahu,22,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1416.6686771,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,3896.61879135,Waimanalo,Oahu,High,Zone 5: Windward Oahu,26,53,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1047.08545285,Maunawili,Oahu,Moderate,Zone 5: Windward Oahu,19,49,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,840.310379238,Kalama Valley,Oahu,High,Zone 3: East Honolulu,21,57,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,1245.69520482,Koko Head,Oahu,Extreme,Zone 3: East Honolulu,36,67,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,716.953000034,Hawaii Kai,Oahu,High,Zone 3: East Honolulu,30,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,580.09033449,Kamilonui Farm Lots,Oahu,High,Zone 3: East Honolulu,30,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,286.344953315,Mariners Ridge,Oahu,Extreme,Zone 3: East Honolulu,36,61,Utlty_Plmt,1,Building,All underground or none.,Utilities Placement: Gas and Electric
352541.973,252.917,490.601364515,Hahaione Valley,Oahu,Very High,Zone 3: East Honolulu,34,58,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,511.030194846,Hawaii Kai,Oahu,High,Zone 3: East Honolulu,30,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,619.890161704,Kuliouou,Oahu,Very High,Zone 3: East Honolulu,34,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1651.7655128,Aina Haina,Oahu,Extreme,Zone 3: East Honolulu,40,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,767.656819792,Kahala,Oahu,Low,Zone 3: East Honolulu,16,46,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,945.380332213,Waikiki,Oahu,Very Low,Zone 4: Honolulu,8,42,Utlty_Plmt,1,Building,All underground or none.,Utilities Placement: Gas and Electric
352541.973,252.917,870.634780639,Diamond Head,Oahu,High,Zone 4: Honolulu,26,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,830.977391244,Kaimuki,Oahu,Low,Zone 4: Honolulu,16,47,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,767.731759746,Palolo,Oahu,Moderate,Zone 4: Honolulu,22,50,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,914.417070567,Waialae Nui,Oahu,Extreme,Zone 3: East Honolulu,40,65,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1288.53830852,Ala Moana,Oahu,Very Low,Zone 4: Honolulu,8,38,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,878.322597574,Kakaako,Oahu,Very Low,Zone 4: Honolulu,1,38,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,563.175336729,Iwilei,Oahu,Very Low,Zone 4: Honolulu,1,38,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,1105.59082256,Kalihi,Oahu,Very Low,Zone 4: Honolulu,4,43,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,6366.86555865,NA,Oahu,Unranked,non,0,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,3668.92210067,Salt Lake,Oahu,Extreme,Zone 4: Honolulu,26,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2982.36664981,Kalihi Valley,Oahu,High,Zone 4: Honolulu,26,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1790.45543299,Nuuanu,Oahu,Very Low,Zone 4: Honolulu,8,43,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1687.65981296,Tantalus,Oahu,Very High,Zone 4: Honolulu,28,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2012.37690528,Manoa,Oahu,Very Low,Zone 4: Honolulu,8,44,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,508.1225057,St Louis Heights,Oahu,Extreme,Zone 4: Honolulu,40,61,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1990.79907549,Moanalua,Oahu,Very High,Zone 4: Honolulu,36,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2935.93963006,Kaneohe Mauka,Oahu,High,Zone 5: Windward Oahu,26,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,8598.0844602,Mililani,Oahu,Very High,Zone 2: North and Central Oahu,36,59,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,3428.6696962300002,Wahiawa,Oahu,Very High,Zone 2: North and Central Oahu,36,58,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1295.68401077,Helemano Military Reservation,Oahu,Very High,Zone 2: North and Central Oahu,36,NA,Utlty_Plmt,0,Building,NA,Utilities Placement: Gas and Electric
352541.973,252.917,2847.99607716,Schofield,Oahu,High,Zone 2: North and Central Oahu,26,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,976.893680024,Sunset Beach,Oahu,Very High,Zone 2: North and Central Oahu,30,55,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1622.43770175,Waimea,Oahu,High,Zone 2: North and Central Oahu,26,54,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,2285.0894944,Mokuleia,Oahu,Extreme,Zone 2: North and Central Oahu,40,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,1898.69153638,Haleiwa,Oahu,Extreme,Zone 2: North and Central Oahu,40,62,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,622.032606687,Kalaheo,Oahu,Extreme,Zone 5: Windward Oahu,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,841.20488448,Hawaii Kai,Oahu,High,Zone 3: East Honolulu,30,55,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,43.6818759071,Wai Lupe,Oahu,Moderate,Zone 3: East Honolulu,21,49,Utlty_Plmt,2,Building,"One underground, one above ground.",Utilities Placement: Gas and Electric
352541.973,252.917,1037.3256502,Waialae Iki,Oahu,Extreme,Zone 3: East Honolulu,40,65,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,498.758591531,Maunalani Heights,Oahu,Extreme,Zone 4: Honolulu,40,64,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
352541.973,252.917,638.881287114,Diamond Head Park,Oahu,Extreme,Zone 4: Honolulu,40,63,Utlty_Plmt,3,Building,Both above ground.,Utilities Placement: Gas and Electric
